item_id,store_id,average_daily_sales,maximum_daily_sales,average_lead_time,maximum_lead_time,safety_stock,reorder_point
HOBBIES_1_416,CA_1,1.06,7,7,14,90.6,98.0
HOBBIES_1_417,CA_1,3.71,78,7,14,1066.02,1092.0
HOBBIES_1_418,CA_1,0.32,12,7,14,165.74,168.0
HOBBIES_1_419,CA_1,0.21,6,7,14,82.56,84.0
HOBBIES_1_420,CA_1,0.78,6,7,14,78.51,84.0
HOBBIES_1_421,CA_1,0.64,8,7,14,107.51,112.0
HOBBIES_1_422,CA_1,0.13,6,7,14,83.1,84.0
HOBBIES_1_423,CA_1,1.29,8,7,14,102.95,112.0
HOBBIES_1_424,CA_1,1.01,24,7,14,328.93,336.0
HOBBIES_2_001,CA_1,0.09,2,7,14,27.35,28.0
HOBBIES_2_002,CA_1,0.23,7,7,14,96.37,98.0
HOBBIES_2_003,CA_1,0.24,4,7,14,54.33,56.0
HOBBIES_2_004,CA_1,0.16,5,7,14,68.89,70.0
HOBBIES_2_005,CA_1,0.11,3,7,14,41.2,42.0
HOBBIES_2_006,CA_1,0.17,8,7,14,110.83,112.0
HOBBIES_2_007,CA_1,0.4,8,7,14,109.2,112.0
HOBBIES_2_008,CA_1,0.12,3,7,14,41.19,42.0
HOBBIES_2_009,CA_1,0.32,6,7,14,81.77,84.0
HOBBIES_2_010,CA_1,0.04,3,7,14,41.75,42.0
HOBBIES_2_011,CA_1,0.28,11,7,14,152.03,154.0
HOBBIES_2_012,CA_1,0.06,4,7,14,55.55,56.0
HOBBIES_2_013,CA_1,0.08,4,7,14,55.45,56.0
HOBBIES_2_014,CA_1,0.06,6,7,14,83.56,84.0
HOBBIES_2_015,CA_1,0.03,2,7,14,27.82,28.0
HOBBIES_2_016,CA_1,0.1,3,7,14,41.31,42.0
HOBBIES_2_017,CA_1,0.16,7,7,14,96.91,98.0
HOBBIES_2_018,CA_1,0.3,5,7,14,67.93,70.0
HOBBIES_2_019,CA_1,0.13,5,7,14,69.07,70.0
HOBBIES_2_020,CA_1,0.12,3,7,14,41.15,42.0
HOBBIES_2_021,CA_1,0.04,6,7,14,83.69,84.0
HOBBIES_2_022,CA_1,0.19,3,7,14,40.69,42.0
HOBBIES_2_023,CA_1,0.04,6,7,14,83.72,84.0
HOBBIES_2_024,CA_1,0.27,12,7,14,166.08,168.0
HOBBIES_2_025,CA_1,0.06,4,7,14,55.55,56.0
HOBBIES_2_026,CA_1,0.21,15,7,14,208.52,210.0
HOBBIES_2_027,CA_1,0.05,5,7,14,69.62,70.0
HOBBIES_2_028,CA_1,0.42,13,7,14,179.09,182.0
HOBBIES_2_029,CA_1,0.38,10,7,14,137.32,140.0
HOBBIES_2_030,CA_1,0.08,5,7,14,69.43,70.0
HOBBIES_2_031,CA_1,0.06,8,7,14,111.59,112.0
HOBBIES_2_032,CA_1,0.38,12,7,14,165.31,168.0
HOBBIES_2_033,CA_1,0.75,19,7,14,260.73,266.0
HOBBIES_2_034,CA_1,0.09,6,7,14,83.35,84.0
HOBBIES_2_035,CA_1,0.05,3,7,14,41.65,42.0
HOBBIES_2_036,CA_1,0.72,12,7,14,162.97,168.0
HOBBIES_2_037,CA_1,0.07,3,7,14,41.49,42.0
HOBBIES_2_038,CA_1,0.1,4,7,14,55.33,56.0
HOBBIES_2_039,CA_1,0.13,5,7,14,69.1,70.0
HOBBIES_2_040,CA_1,0.05,4,7,14,55.68,56.0
HOBBIES_2_041,CA_1,0.14,10,7,14,138.99,140.0
HOBBIES_2_042,CA_1,0.34,12,7,14,165.64,168.0
HOBBIES_2_043,CA_1,0.44,7,7,14,94.9,98.0
HOBBIES_2_044,CA_1,0.11,2,7,14,27.24,28.0
HOBBIES_2_045,CA_1,0.12,4,7,14,55.15,56.0
HOBBIES_2_046,CA_1,0.14,5,7,14,69.0,70.0
HOBBIES_2_047,CA_1,0.06,4,7,14,55.55,56.0
HOBBIES_2_048,CA_1,0.22,7,7,14,96.48,98.0
HOBBIES_2_049,CA_1,0.11,4,7,14,55.22,56.0
HOBBIES_2_050,CA_1,0.09,8,7,14,111.37,112.0
HOBBIES_2_051,CA_1,0.23,10,7,14,138.41,140.0
HOBBIES_2_052,CA_1,0.07,2,7,14,27.48,28.0
HOBBIES_2_053,CA_1,0.42,11,7,14,151.09,154.0
HOBBIES_2_054,CA_1,0.11,3,7,14,41.22,42.0
HOBBIES_2_055,CA_1,0.07,4,7,14,55.54,56.0
HOBBIES_2_056,CA_1,0.09,4,7,14,55.35,56.0
HOBBIES_2_057,CA_1,0.17,10,7,14,138.84,140.0
HOBBIES_2_058,CA_1,0.14,6,7,14,83.05,84.0
HOBBIES_2_059,CA_1,1.3,69,7,14,956.93,966.0
HOBBIES_2_060,CA_1,0.28,11,7,14,152.05,154.0
HOBBIES_2_061,CA_1,0.16,5,7,14,68.89,70.0
HOBBIES_2_062,CA_1,0.13,4,7,14,55.12,56.0
HOBBIES_2_063,CA_1,0.27,5,7,14,68.09,70.0
HOBBIES_2_064,CA_1,0.08,6,7,14,83.47,84.0
HOBBIES_2_065,CA_1,0.08,6,7,14,83.46,84.0
HOBBIES_2_066,CA_1,0.1,4,7,14,55.33,56.0
HOBBIES_2_067,CA_1,0.09,5,7,14,69.38,70.0
HOBBIES_2_068,CA_1,0.19,6,7,14,82.69,84.0
HOBBIES_2_069,CA_1,0.16,6,7,14,82.88,84.0
HOBBIES_2_070,CA_1,0.09,5,7,14,69.36,70.0
HOBBIES_2_071,CA_1,0.09,4,7,14,55.35,56.0
HOBBIES_2_072,CA_1,0.13,4,7,14,55.06,56.0
HOBBIES_2_073,CA_1,0.08,3,7,14,41.43,42.0
HOBBIES_2_074,CA_1,0.13,6,7,14,83.09,84.0
HOBBIES_2_075,CA_1,0.79,12,7,14,162.49,168.0
HOBBIES_2_076,CA_1,0.33,10,7,14,137.7,140.0
HOBBIES_2_077,CA_1,0.07,3,7,14,41.52,42.0
HOBBIES_2_078,CA_1,0.19,5,7,14,68.64,70.0
HOBBIES_2_079,CA_1,0.06,4,7,14,55.56,56.0
HOBBIES_2_080,CA_1,0.1,2,7,14,27.33,28.0
HOBBIES_2_081,CA_1,0.07,4,7,14,55.52,56.0
HOBBIES_2_082,CA_1,0.06,4,7,14,55.59,56.0
HOBBIES_2_083,CA_1,0.32,16,7,14,221.79,224.0
HOBBIES_2_084,CA_1,0.05,9,7,14,125.62,126.0
HOBBIES_2_085,CA_1,0.33,9,7,14,123.69,126.0
HOBBIES_2_086,CA_1,0.05,2,7,14,27.62,28.0
HOBBIES_2_087,CA_1,0.11,3,7,14,41.24,42.0
HOBBIES_2_088,CA_1,0.34,6,7,14,81.63,84.0
HOBBIES_2_089,CA_1,0.24,10,7,14,138.31,140.0
HOBBIES_2_090,CA_1,0.06,4,7,14,55.6,56.0
HOBBIES_2_091,CA_1,0.28,20,7,14,278.06,280.0
HOBBIES_2_092,CA_1,0.13,5,7,14,69.11,70.0
HOBBIES_2_093,CA_1,0.16,5,7,14,68.89,70.0
HOBBIES_2_094,CA_1,0.06,6,7,14,83.58,84.0
HOBBIES_2_095,CA_1,0.09,6,7,14,83.39,84.0
HOBBIES_2_096,CA_1,0.26,10,7,14,138.21,140.0
HOBBIES_2_097,CA_1,0.07,6,7,14,83.48,84.0
HOBBIES_2_098,CA_1,0.3,16,7,14,221.91,224.0
HOBBIES_2_099,CA_1,0.05,4,7,14,55.65,56.0
HOBBIES_2_100,CA_1,0.31,34,7,14,473.83,476.0
HOBBIES_2_101,CA_1,0.12,5,7,14,69.15,70.0
HOBBIES_2_102,CA_1,0.19,6,7,14,82.68,84.0
HOBBIES_2_103,CA_1,0.27,5,7,14,68.11,70.0
HOBBIES_2_104,CA_1,0.11,4,7,14,55.24,56.0
HOBBIES_2_105,CA_1,0.2,4,7,14,54.63,56.0
HOBBIES_2_106,CA_1,0.05,4,7,14,55.65,56.0
HOBBIES_2_107,CA_1,0.15,4,7,14,54.96,56.0
HOBBIES_2_108,CA_1,0.05,3,7,14,41.64,42.0
HOBBIES_2_109,CA_1,0.1,4,7,14,55.3,56.0
HOBBIES_2_110,CA_1,0.12,7,7,14,97.15,98.0
HOBBIES_2_111,CA_1,0.05,3,7,14,41.65,42.0
HOBBIES_2_112,CA_1,0.14,8,7,14,111.05,112.0
HOBBIES_2_113,CA_1,0.18,4,7,14,54.76,56.0
HOBBIES_2_114,CA_1,0.08,5,7,14,69.41,70.0
HOBBIES_2_115,CA_1,0.43,6,7,14,81.01,84.0
HOBBIES_2_116,CA_1,0.22,8,7,14,110.49,112.0
HOBBIES_2_117,CA_1,0.34,7,7,14,95.65,98.0
HOBBIES_2_118,CA_1,0.1,3,7,14,41.3,42.0
HOBBIES_2_119,CA_1,0.03,2,7,14,27.79,28.0
HOBBIES_2_120,CA_1,0.36,7,7,14,95.51,98.0
HOBBIES_2_121,CA_1,0.16,6,7,14,82.87,84.0
HOBBIES_2_122,CA_1,0.19,13,7,14,180.64,182.0
HOBBIES_2_123,CA_1,0.12,3,7,14,41.16,42.0
HOBBIES_2_124,CA_1,0.63,70,7,14,975.56,980.0
HOBBIES_2_125,CA_1,0.11,3,7,14,41.22,42.0
HOBBIES_2_126,CA_1,0.15,7,7,14,96.92,98.0
HOBBIES_2_127,CA_1,0.08,3,7,14,41.47,42.0
HOBBIES_2_128,CA_1,0.12,4,7,14,55.19,56.0
HOBBIES_2_129,CA_1,1.06,34,7,14,468.58,476.0
HOBBIES_2_130,CA_1,0.17,4,7,14,54.84,56.0
HOBBIES_2_131,CA_1,0.29,7,7,14,95.97,98.0
HOBBIES_2_132,CA_1,0.1,11,7,14,153.33,154.0
HOBBIES_2_133,CA_1,0.23,10,7,14,138.38,140.0
HOBBIES_2_134,CA_1,0.08,3,7,14,41.46,42.0
HOBBIES_2_135,CA_1,0.08,5,7,14,69.41,70.0
HOBBIES_2_136,CA_1,0.19,8,7,14,110.65,112.0
HOBBIES_2_137,CA_1,0.17,4,7,14,54.84,56.0
HOBBIES_2_138,CA_1,0.05,2,7,14,27.68,28.0
HOBBIES_2_139,CA_1,0.1,3,7,14,41.31,42.0
HOBBIES_2_140,CA_1,0.2,6,7,14,82.57,84.0
HOBBIES_2_141,CA_1,0.14,4,7,14,55.0,56.0
HOBBIES_2_142,CA_1,1.31,40,7,14,550.82,560.0
HOBBIES_2_143,CA_1,0.16,15,7,14,208.89,210.0
HOBBIES_2_144,CA_1,0.13,7,7,14,97.09,98.0
HOBBIES_2_145,CA_1,0.29,7,7,14,95.94,98.0
HOBBIES_2_146,CA_1,0.12,5,7,14,69.18,70.0
HOBBIES_2_147,CA_1,0.14,4,7,14,55.01,56.0
HOBBIES_2_148,CA_1,0.22,7,7,14,96.48,98.0
HOBBIES_2_149,CA_1,0.15,11,7,14,152.96,154.0
HOUSEHOLD_1_001,CA_1,0.35,4,7,14,53.57,56.0
HOUSEHOLD_1_002,CA_1,0.27,7,7,14,96.08,98.0
HOUSEHOLD_1_003,CA_1,0.58,7,7,14,93.95,98.0
HOUSEHOLD_1_004,CA_1,1.35,16,7,14,214.54,224.0
HOUSEHOLD_1_005,CA_1,1.2,12,7,14,159.61,168.0
HOUSEHOLD_1_006,CA_1,1.21,10,7,14,131.53,140.0
HOUSEHOLD_1_007,CA_1,2.3,16,7,14,207.88,224.0
HOUSEHOLD_1_008,CA_1,0.48,7,7,14,94.66,98.0
HOUSEHOLD_1_009,CA_1,0.2,5,7,14,68.62,70.0
HOUSEHOLD_1_010,CA_1,0.43,7,7,14,95.01,98.0
HOUSEHOLD_1_011,CA_1,0.91,7,7,14,91.66,98.0
HOUSEHOLD_1_012,CA_1,0.44,9,7,14,122.92,126.0
HOUSEHOLD_1_013,CA_1,0.83,9,7,14,120.17,126.0
HOUSEHOLD_1_014,CA_1,0.5,5,7,14,66.49,70.0
HOUSEHOLD_1_015,CA_1,0.16,5,7,14,68.85,70.0
HOUSEHOLD_1_016,CA_1,1.6,14,7,14,184.83,196.0
HOUSEHOLD_1_017,CA_1,0.54,10,7,14,136.25,140.0
HOUSEHOLD_1_018,CA_1,0.28,7,7,14,96.03,98.0
HOUSEHOLD_1_019,CA_1,4.33,44,7,14,585.69,616.0
HOUSEHOLD_1_020,CA_1,0.31,5,7,14,67.82,70.0
HOUSEHOLD_1_021,CA_1,1.14,7,7,14,89.99,98.0
HOUSEHOLD_1_022,CA_1,0.13,5,7,14,69.11,70.0
HOUSEHOLD_1_023,CA_1,0.25,5,7,14,68.25,70.0
HOUSEHOLD_1_024,CA_1,0.39,7,7,14,95.28,98.0
HOUSEHOLD_1_025,CA_1,0.68,6,7,14,79.26,84.0
HOUSEHOLD_1_026,CA_1,0.57,8,7,14,108.04,112.0
HOUSEHOLD_1_027,CA_1,2.7,22,7,14,289.1,308.0
HOUSEHOLD_1_028,CA_1,1.33,12,7,14,158.68,168.0
HOUSEHOLD_1_029,CA_1,0.63,11,7,14,149.58,154.0
HOUSEHOLD_1_030,CA_1,0.86,8,7,14,105.97,112.0
HOUSEHOLD_1_032,CA_1,3.53,28,7,14,367.3,392.0
HOUSEHOLD_1_033,CA_1,0.69,13,7,14,177.16,182.0
HOUSEHOLD_1_034,CA_1,0.68,5,7,14,65.21,70.0
HOUSEHOLD_1_035,CA_1,0.43,8,7,14,109.01,112.0
HOUSEHOLD_1_036,CA_1,0.06,3,7,14,41.58,42.0
HOUSEHOLD_1_037,CA_1,0.35,7,7,14,95.54,98.0
HOUSEHOLD_1_038,CA_1,2.09,11,7,14,139.34,154.0
HOUSEHOLD_1_039,CA_1,1.26,11,7,14,145.2,154.0
HOUSEHOLD_1_040,CA_1,2.5,19,7,14,248.52,266.0
HOUSEHOLD_1_042,CA_1,0.68,7,7,14,93.21,98.0
HOUSEHOLD_1_043,CA_1,0.24,6,7,14,82.33,84.0
HOUSEHOLD_1_044,CA_1,0.18,4,7,14,54.76,56.0
HOUSEHOLD_1_045,CA_1,2.18,17,7,14,222.75,238.0
HOUSEHOLD_1_046,CA_1,1.22,14,7,14,187.44,196.0
HOUSEHOLD_1_047,CA_1,0.82,9,7,14,120.25,126.0
HOUSEHOLD_1_048,CA_1,2.21,13,7,14,166.54,182.0
HOUSEHOLD_1_049,CA_1,0.19,7,7,14,96.64,98.0
HOUSEHOLD_1_050,CA_1,1.36,12,7,14,158.49,168.0
HOUSEHOLD_1_051,CA_1,2.01,13,7,14,167.93,182.0
HOUSEHOLD_1_052,CA_1,0.3,5,7,14,67.88,70.0
HOUSEHOLD_1_053,CA_1,2.05,11,7,14,139.67,154.0
HOUSEHOLD_1_054,CA_1,0.1,3,7,14,41.28,42.0
HOUSEHOLD_1_055,CA_1,2.11,11,7,14,139.26,154.0
HOUSEHOLD_1_056,CA_1,0.59,8,7,14,107.84,112.0
HOUSEHOLD_1_057,CA_1,0.15,6,7,14,82.92,84.0
HOUSEHOLD_1_058,CA_1,0.46,8,7,14,108.77,112.0
HOUSEHOLD_1_059,CA_1,1.23,15,7,14,201.38,210.0
HOUSEHOLD_1_060,CA_1,0.09,3,7,14,41.36,42.0
HOUSEHOLD_1_061,CA_1,0.67,9,7,14,121.28,126.0
HOUSEHOLD_1_062,CA_1,1.11,9,7,14,118.22,126.0
HOUSEHOLD_1_063,CA_1,0.25,7,7,14,96.23,98.0
HOUSEHOLD_1_064,CA_1,0.2,8,7,14,110.6,112.0
HOUSEHOLD_1_065,CA_1,1.35,15,7,14,200.55,210.0
HOUSEHOLD_1_066,CA_1,4.6,28,7,14,359.82,392.0
HOUSEHOLD_1_067,CA_1,1.01,9,7,14,118.95,126.0
HOUSEHOLD_1_068,CA_1,1.5,9,7,14,115.51,126.0
HOUSEHOLD_1_069,CA_1,0.89,10,7,14,133.75,140.0
HOUSEHOLD_1_070,CA_1,0.88,14,7,14,189.82,196.0
HOUSEHOLD_1_071,CA_1,1.84,12,7,14,155.12,168.0
HOUSEHOLD_1_072,CA_1,2.57,11,7,14,136.04,154.0
HOUSEHOLD_1_073,CA_1,0.3,3,7,14,39.88,42.0
HOUSEHOLD_1_074,CA_1,0.47,6,7,14,80.68,84.0
HOUSEHOLD_1_075,CA_1,1.28,8,7,14,103.03,112.0
HOUSEHOLD_1_076,CA_1,0.26,4,7,14,54.19,56.0
HOUSEHOLD_1_077,CA_1,0.42,6,7,14,81.09,84.0
HOUSEHOLD_1_078,CA_1,0.9,7,7,14,91.68,98.0
HOUSEHOLD_1_079,CA_1,1.33,12,7,14,158.66,168.0
HOUSEHOLD_1_080,CA_1,0.18,3,7,14,40.73,42.0
HOUSEHOLD_1_081,CA_1,0.25,6,7,14,82.25,84.0
HOUSEHOLD_1_082,CA_1,1.38,15,7,14,200.34,210.0
HOUSEHOLD_1_083,CA_1,4.57,23,7,14,290.04,322.0
HOUSEHOLD_1_085,CA_1,0.16,3,7,14,40.87,42.0
HOUSEHOLD_1_086,CA_1,1.64,12,7,14,156.55,168.0
HOUSEHOLD_1_087,CA_1,1.57,11,7,14,143.04,154.0
HOUSEHOLD_1_088,CA_1,0.67,5,7,14,65.32,70.0
HOUSEHOLD_1_089,CA_1,0.68,7,7,14,93.24,98.0
HOUSEHOLD_1_090,CA_1,2.04,15,7,14,195.75,210.0
HOUSEHOLD_1_091,CA_1,0.76,7,7,14,92.7,98.0
HOUSEHOLD_1_092,CA_1,0.12,7,7,14,97.15,98.0
HOUSEHOLD_1_093,CA_1,0.88,9,7,14,119.86,126.0
HOUSEHOLD_1_094,CA_1,1.31,10,7,14,130.83,140.0
HOUSEHOLD_1_095,CA_1,0.38,6,7,14,81.37,84.0
HOUSEHOLD_1_096,CA_1,4.45,36,7,14,472.86,504.0
HOUSEHOLD_1_097,CA_1,0.57,5,7,14,66.03,70.0
HOUSEHOLD_1_098,CA_1,0.1,4,7,14,55.3,56.0
HOUSEHOLD_1_099,CA_1,0.63,8,7,14,107.58,112.0
HOUSEHOLD_1_100,CA_1,1.6,10,7,14,128.8,140.0
HOUSEHOLD_1_101,CA_1,1.07,7,7,14,90.48,98.0
HOUSEHOLD_1_102,CA_1,0.45,8,7,14,108.84,112.0
HOUSEHOLD_1_103,CA_1,0.93,13,7,14,175.46,182.0
HOUSEHOLD_1_104,CA_1,0.08,4,7,14,55.45,56.0
HOUSEHOLD_1_105,CA_1,0.66,7,7,14,93.39,98.0
HOUSEHOLD_1_106,CA_1,1.45,19,7,14,255.85,266.0
HOUSEHOLD_1_107,CA_1,1.14,7,7,14,90.04,98.0
HOUSEHOLD_1_108,CA_1,0.19,4,7,14,54.68,56.0
HOUSEHOLD_1_109,CA_1,1.5,17,7,14,227.5,238.0
HOUSEHOLD_1_110,CA_1,6.18,36,7,14,460.73,504.0
HOUSEHOLD_1_112,CA_1,1.57,32,7,14,436.98,448.0
HOUSEHOLD_1_113,CA_1,0.59,9,7,14,121.87,126.0
HOUSEHOLD_1_114,CA_1,2.83,23,7,14,302.17,322.0
HOUSEHOLD_1_115,CA_1,0.24,6,7,14,82.35,84.0
HOUSEHOLD_1_116,CA_1,0.09,4,7,14,55.39,56.0
HOUSEHOLD_1_117,CA_1,0.31,5,7,14,67.81,70.0
HOUSEHOLD_1_118,CA_1,7.63,35,7,14,436.56,490.0
HOUSEHOLD_1_119,CA_1,1.57,13,7,14,171.01,182.0
HOUSEHOLD_1_120,CA_1,0.44,8,7,14,108.92,112.0
HOUSEHOLD_1_121,CA_1,0.74,6,7,14,78.83,84.0
HOUSEHOLD_1_122,CA_1,2.04,10,7,14,125.74,140.0
HOUSEHOLD_1_123,CA_1,0.38,5,7,14,67.34,70.0
HOUSEHOLD_1_124,CA_1,1.68,10,7,14,128.24,140.0
HOUSEHOLD_1_125,CA_1,0.67,8,7,14,107.29,112.0
HOUSEHOLD_1_126,CA_1,0.53,4,7,14,52.29,56.0
HOUSEHOLD_1_127,CA_1,0.93,8,7,14,105.46,112.0
HOUSEHOLD_1_128,CA_1,1.29,9,7,14,116.96,126.0
HOUSEHOLD_1_129,CA_1,1.59,9,7,14,114.87,126.0
HOUSEHOLD_1_130,CA_1,0.74,8,7,14,106.84,112.0
HOUSEHOLD_1_131,CA_1,0.24,6,7,14,82.34,84.0
HOUSEHOLD_1_132,CA_1,1.54,14,7,14,185.23,196.0
HOUSEHOLD_1_133,CA_1,0.65,239,7,14,3341.44,3346.0
HOUSEHOLD_1_134,CA_1,0.54,6,7,14,80.19,84.0
HOUSEHOLD_1_135,CA_1,0.71,9,7,14,121.02,126.0
HOUSEHOLD_1_136,CA_1,0.75,10,7,14,134.72,140.0
HOUSEHOLD_1_137,CA_1,0.06,3,7,14,41.59,42.0
HOUSEHOLD_1_138,CA_1,0.93,6,7,14,77.52,84.0
HOUSEHOLD_1_139,CA_1,0.13,8,7,14,111.08,112.0
HOUSEHOLD_1_140,CA_1,1.42,7,7,14,88.08,98.0
HOUSEHOLD_1_141,CA_1,1.12,15,7,14,202.15,210.0
HOUSEHOLD_1_142,CA_1,0.73,7,7,14,92.86,98.0
HOUSEHOLD_1_143,CA_1,0.99,9,7,14,119.05,126.0
HOUSEHOLD_1_144,CA_1,0.32,7,7,14,95.78,98.0
HOUSEHOLD_1_145,CA_1,1.23,15,7,14,201.4,210.0
HOUSEHOLD_1_146,CA_1,1.23,9,7,14,117.36,126.0
HOUSEHOLD_1_147,CA_1,2.1,21,7,14,279.3,294.0
HOUSEHOLD_1_148,CA_1,0.21,5,7,14,68.53,70.0
HOUSEHOLD_1_149,CA_1,1.84,24,7,14,323.09,336.0
HOUSEHOLD_1_150,CA_1,0.14,3,7,14,41.05,42.0
HOUSEHOLD_1_151,CA_1,5.63,29,7,14,366.61,406.0
HOUSEHOLD_1_152,CA_1,0.2,5,7,14,68.57,70.0
HOUSEHOLD_1_153,CA_1,1.56,13,7,14,171.08,182.0
HOUSEHOLD_1_154,CA_1,0.55,8,7,14,108.16,112.0
HOUSEHOLD_1_155,CA_1,0.69,8,7,14,107.15,112.0
HOUSEHOLD_1_156,CA_1,0.52,9,7,14,122.36,126.0
HOUSEHOLD_1_157,CA_1,0.85,10,7,14,134.05,140.0
HOUSEHOLD_1_158,CA_1,0.73,7,7,14,92.9,98.0
HOUSEHOLD_1_159,CA_1,0.08,6,7,14,83.47,84.0
HOUSEHOLD_1_160,CA_1,0.51,11,7,14,150.45,154.0
HOUSEHOLD_1_161,CA_1,0.24,4,7,14,54.35,56.0
HOUSEHOLD_1_162,CA_1,0.95,11,7,14,147.37,154.0
HOUSEHOLD_1_163,CA_1,0.11,4,7,14,55.22,56.0
HOUSEHOLD_1_164,CA_1,0.55,10,7,14,136.16,140.0
HOUSEHOLD_1_165,CA_1,0.84,8,7,14,106.13,112.0
HOUSEHOLD_1_166,CA_1,0.67,8,7,14,107.29,112.0
HOUSEHOLD_1_167,CA_1,0.6,6,7,14,79.78,84.0
HOUSEHOLD_1_168,CA_1,0.83,11,7,14,148.18,154.0
HOUSEHOLD_1_169,CA_1,2.33,18,7,14,235.68,252.0
HOUSEHOLD_1_170,CA_1,0.56,5,7,14,66.07,70.0
HOUSEHOLD_1_171,CA_1,1.01,7,7,14,90.96,98.0
HOUSEHOLD_1_172,CA_1,0.59,19,7,14,261.86,266.0
HOUSEHOLD_1_173,CA_1,3.85,39,7,14,519.07,546.0
HOUSEHOLD_1_174,CA_1,0.29,10,7,14,137.98,140.0
HOUSEHOLD_1_175,CA_1,0.67,11,7,14,149.28,154.0
HOUSEHOLD_1_176,CA_1,0.7,6,7,14,79.07,84.0
HOUSEHOLD_1_177,CA_1,2.07,14,7,14,181.52,196.0
HOUSEHOLD_1_178,CA_1,0.54,12,7,14,164.2,168.0
HOUSEHOLD_1_179,CA_1,3.74,25,7,14,323.8,350.0
HOUSEHOLD_1_180,CA_1,1.62,10,7,14,128.66,140.0
HOUSEHOLD_1_181,CA_1,0.95,6,7,14,77.33,84.0
HOUSEHOLD_1_182,CA_1,0.61,9,7,14,121.7,126.0
HOUSEHOLD_1_183,CA_1,0.27,6,7,14,82.13,84.0
HOUSEHOLD_1_184,CA_1,0.88,7,7,14,91.82,98.0
HOUSEHOLD_1_185,CA_1,0.74,10,7,14,134.81,140.0
HOUSEHOLD_1_186,CA_1,1.61,15,7,14,198.76,210.0
HOUSEHOLD_1_187,CA_1,0.12,4,7,14,55.18,56.0
HOUSEHOLD_1_188,CA_1,1.39,8,7,14,102.3,112.0
HOUSEHOLD_1_189,CA_1,0.16,6,7,14,82.91,84.0
HOUSEHOLD_1_190,CA_1,0.26,6,7,14,82.15,84.0
HOUSEHOLD_1_191,CA_1,4.27,26,7,14,334.12,364.0
HOUSEHOLD_1_192,CA_1,0.48,6,7,14,80.61,84.0
HOUSEHOLD_1_193,CA_1,0.77,11,7,14,148.62,154.0
HOUSEHOLD_1_194,CA_1,0.83,6,7,14,78.22,84.0
HOUSEHOLD_1_195,CA_1,0.33,7,7,14,95.69,98.0
HOUSEHOLD_1_196,CA_1,2.49,18,7,14,234.57,252.0
HOUSEHOLD_1_197,CA_1,2.02,11,7,14,139.87,154.0
HOUSEHOLD_1_198,CA_1,3.31,18,7,14,228.83,252.0
HOUSEHOLD_1_199,CA_1,0.28,11,7,14,152.04,154.0
HOUSEHOLD_1_200,CA_1,0.43,9,7,14,123.0,126.0
HOUSEHOLD_1_201,CA_1,0.16,5,7,14,68.87,70.0
HOUSEHOLD_1_202,CA_1,1.5,11,7,14,143.47,154.0
HOUSEHOLD_1_203,CA_1,0.99,8,7,14,105.07,112.0
HOUSEHOLD_1_204,CA_1,2.81,45,7,14,610.3,630.0
HOUSEHOLD_1_205,CA_1,0.58,9,7,14,121.92,126.0
HOUSEHOLD_1_206,CA_1,0.21,4,7,14,54.53,56.0
HOUSEHOLD_1_207,CA_1,0.36,4,7,14,53.45,56.0
HOUSEHOLD_1_208,CA_1,0.4,9,7,14,123.2,126.0
HOUSEHOLD_1_209,CA_1,0.11,4,7,14,55.21,56.0
HOUSEHOLD_1_210,CA_1,0.12,6,7,14,83.14,84.0
HOUSEHOLD_1_211,CA_1,0.54,6,7,14,80.19,84.0
HOUSEHOLD_1_212,CA_1,0.93,8,7,14,105.49,112.0
HOUSEHOLD_1_213,CA_1,0.36,6,7,14,81.48,84.0
HOUSEHOLD_1_214,CA_1,2.04,15,7,14,195.71,210.0
HOUSEHOLD_1_215,CA_1,0.96,7,7,14,91.31,98.0
HOUSEHOLD_1_216,CA_1,0.08,3,7,14,41.45,42.0
HOUSEHOLD_1_217,CA_1,0.92,7,7,14,91.58,98.0
HOUSEHOLD_1_218,CA_1,0.94,9,7,14,119.42,126.0
HOUSEHOLD_1_219,CA_1,0.86,17,7,14,231.98,238.0
HOUSEHOLD_1_220,CA_1,0.96,8,7,14,105.29,112.0
HOUSEHOLD_1_221,CA_1,0.25,5,7,14,68.23,70.0
HOUSEHOLD_1_222,CA_1,1.25,14,7,14,187.28,196.0
HOUSEHOLD_1_223,CA_1,0.47,6,7,14,80.69,84.0
HOUSEHOLD_1_224,CA_1,0.43,7,7,14,95.02,98.0
HOUSEHOLD_1_225,CA_1,2.03,12,7,14,153.76,168.0
HOUSEHOLD_1_226,CA_1,0.77,7,7,14,92.63,98.0
HOUSEHOLD_1_227,CA_1,0.45,9,7,14,122.83,126.0
HOUSEHOLD_1_228,CA_1,0.44,5,7,14,66.94,70.0
HOUSEHOLD_1_229,CA_1,0.42,11,7,14,151.08,154.0
HOUSEHOLD_1_230,CA_1,0.5,9,7,14,122.47,126.0
HOUSEHOLD_1_231,CA_1,0.39,7,7,14,95.28,98.0
HOUSEHOLD_1_232,CA_1,0.67,5,7,14,65.32,70.0
HOUSEHOLD_1_233,CA_1,0.22,4,7,14,54.44,56.0
HOUSEHOLD_1_234,CA_1,3.82,19,7,14,239.28,266.0
HOUSEHOLD_1_235,CA_1,1.39,13,7,14,172.27,182.0
